Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chr	start	stop	gene_id.107	gene_type.107	gene_name.84	gene_id.84	gene_type.84
SLC10A7	429.906394	0.370977247	0.122778478	3.021516905	0.002515116	0.017709466	chr4	146253975	146521964	ENSG00000120519	protein_coding	SLC10A7	ENSG00000120519	protein_coding
RNF213	8047.717408	-0.199230349	0.066003305	-3.018490516	0.002540374	0.01787038	chr17	80260866	80398786	ENSG00000173821	protein_coding	RNF213	ENSG00000173821	protein_coding
EFCAB11	417.9557595	-0.424061499	0.140525017	-3.017693993	0.00254706	0.017908937	chr14	89794669	89954777	ENSG00000140025	protein_coding	EFCAB11	ENSG00000140025	protein_coding
UCK1	1722.279096	-0.258830453	0.085780624	-3.01735334	0.002549924	0.0179206	chr9	131523801	131531268	ENSG00000130717	protein_coding	UCK1	ENSG00000130717	protein_coding
DVL3	5829.250374	-0.247316105	0.081985667	-3.016577342	0.00255646	0.017958044	chr3	184155388	184173610	ENSG00000161202	protein_coding	DVL3	ENSG00000161202	protein_coding
KLC1	6287.682231	0.182164973	0.06041244	3.015355344	0.002566783	0.018022045	chr14	103561896	103714249	ENSG00000126214	protein_coding	KLC1	ENSG00000126214	protein_coding
SPTBN1	13188.35004	0.182825394	0.060691443	3.012375152	0.00259212	0.018174187	chr2	54456285	54671445	ENSG00000115306	protein_coding	SPTBN1	ENSG00000115306	protein_coding
SLC22A23	812.8994332	-0.277326153	0.092073975	-3.011992855	0.002595387	0.018188512	chr6	3268962	3457022	ENSG00000137266	protein_coding	SLC22A23	ENSG00000137266	protein_coding
DTWD2	660.215005	-0.300309468	0.099731203	-3.011188664	0.002602271	0.018228161	chr5	118837322	118988545	ENSG00000169570	protein_coding	DTWD2	ENSG00000169570	protein_coding
SDR42E1	1108.274049	-0.256892918	0.085332722	-3.010485445	0.002608304	0.01824463	chr16	81988855	82011488	ENSG00000184860	protein_coding	SDR42E1	ENSG00000184860	protein_coding
JHY	136.8182551	-0.558422955	0.185580695	-3.009057353	0.002620596	0.018321987	chr11	122882528	122959798	ENSG00000109944	protein_coding	C11orf63	ENSG00000109944	protein_coding
UGGT1	6367.228719	0.197738838	0.065764532	3.006770229	0.002640393	0.018451714	chr2	128091200	128195677	ENSG00000136731	protein_coding	UGGT1	ENSG00000136731	protein_coding
CBX1	8496.21821	-0.177090098	0.058939488	-3.004608671	0.002659227	0.018558445	chr17	48070052	48101521	ENSG00000108468	protein_coding	CBX1	ENSG00000108468	protein_coding
SACM1L	1010.214071	-0.265612246	0.088429902	-3.003647404	0.002667643	0.018607153	chr3	45689056	45745424	ENSG00000211456	protein_coding	SACM1L	ENSG00000211456	protein_coding
TLCD5	136.7294285	-0.569682504	0.189690622	-3.00321912	0.0026714	0.018624621	chr11	120325129	120333682	ENSG00000181264	protein_coding	TMEM136	ENSG00000181264	protein_coding
NMD3	19709.76128	0.211432536	0.070456909	3.000877236	0.002692031	0.018739766	chr3	161104696	161253532	ENSG00000169251	protein_coding	NMD3	ENSG00000169251	protein_coding
PLEK2	195.3119285	-0.467173079	0.155684283	-3.000772272	0.002692959	0.018739766	chr14	67386983	67412200	ENSG00000100558	protein_coding	PLEK2	ENSG00000100558	protein_coding
DNAJC2	5330.562863	0.224223532	0.074733608	3.000303843	0.002697104	0.018742289	chr7	103312474	103344873	ENSG00000105821	protein_coding	DNAJC2	ENSG00000105821	protein_coding
TIMM44	1158.760775	0.261524757	0.087163399	3.000396498	0.002696284	0.018742289	chr19	7926718	7943920	ENSG00000104980	protein_coding	TIMM44	ENSG00000104980	protein_coding
ZNF329	593.706618	0.30002234	0.099995212	3.000367059	0.002696544	0.018742289	chr19	58126252	58155110	ENSG00000181894	protein_coding	ZNF329	ENSG00000181894	protein_coding
MACROH2A1	6603.835603	-0.202987393	0.067692929	-2.998649892	0.002711787	0.018809149	chr5	135333900	135399914	ENSG00000113648	protein_coding	H2AFY	ENSG00000113648	protein_coding
IGF1R	31488.82069	-0.158142189	0.052734255	-2.998851306	0.002709995	0.018809149	chr15	98648971	98964530	ENSG00000140443	protein_coding	IGF1R	ENSG00000140443	protein_coding
MAPK13	535.5383477	-0.320249326	0.106784988	-2.999010753	0.002708577	0.018809149	chr6	36127809	36144524	ENSG00000156711	protein_coding	MAPK13	ENSG00000156711	protein_coding
P3H4	759.5809049	-0.282791404	0.094342602	-2.997494206	0.00272209	0.018871805	chr17	41801947	41812604	ENSG00000141696	protein_coding	P3H4	ENSG00000141696	protein_coding
ZNF250	418.1336416	-0.33251397	0.110997545	-2.995687603	0.002738268	0.01896627	chr8	144876497	144902168	ENSG00000196150	protein_coding	ZNF250	ENSG00000196150	protein_coding
KDELR2	9915.648035	0.187414477	0.06256724	2.995409064	0.00274077	0.018974759	chr7	6445953	6484242	ENSG00000136240	protein_coding	KDELR2	ENSG00000136240	protein_coding
RMDN3	1262.794589	-0.277297586	0.092639797	-2.993287946	0.002759892	0.019098249	chr15	40735884	40755851	ENSG00000137824	protein_coding	RMDN3	ENSG00000137824	protein_coding
UFM1	3405.531004	0.302723738	0.101218531	2.990793631	0.002782535	0.019237021	chr13	38349849	38363619	ENSG00000120686	protein_coding	UFM1	ENSG00000120686	protein_coding
C6orf62	9263.979177	0.195936493	0.065547303	2.989238062	0.002796741	0.01932625	chr6	24704861	24720836	ENSG00000112308	protein_coding	C6orf62	ENSG00000112308	protein_coding
CTNNBIP1	1061.695205	-0.280935415	0.094033299	-2.987616282	0.002811623	0.019420059	chr1	9848276	9910336	ENSG00000178585	protein_coding	CTNNBIP1	ENSG00000178585	protein_coding
INTS12	655.4726449	0.28887104	0.096697955	2.987354177	0.002814035	0.01942769	chr4	105682627	105895986	ENSG00000138785	protein_coding	INTS12	ENSG00000138785	protein_coding
TASOR2	10359.35464	0.1848404	0.061895814	2.98631503	0.002823616	0.019484785	chr10	5684838	5763740	ENSG00000108021	protein_coding	FAM208B	ENSG00000108021	protein_coding
RYBP	3072.440607	0.260074623	0.087104809	2.985766528	0.002828685	0.019509669	chr3	72371825	72446918	ENSG00000163602	protein_coding	RYBP	ENSG00000163602	protein_coding
SPINT2	12476.85281	0.20437623	0.068456302	2.985499118	0.00283116	0.019509669	chr19	38244035	38292614	ENSG00000167642	protein_coding	SPINT2	ENSG00000167642	protein_coding
MFN1	2622.662494	0.223883046	0.075020866	2.984277011	0.002842493	0.019578692	chr3	179347692	179394931	ENSG00000171109	protein_coding	MFN1	ENSG00000171109	protein_coding
PDGFRL	251.0258954	-0.445191862	0.149340419	-2.981054051	0.002872581	0.019776768	chr8	17576433	17644071	ENSG00000104213	protein_coding	PDGFRL	ENSG00000104213	protein_coding
GNA14	1208.441799	-0.236823711	0.07949096	-2.979253382	0.002889517	0.019874958	chr9	77423079	77648307	ENSG00000156049	protein_coding	GNA14	ENSG00000156049	protein_coding
PTMA	50556.41568	-0.179150152	0.060137338	-2.979016968	0.002891748	0.019881099	chr2	231706895	231713541	ENSG00000187514	protein_coding	PTMA	ENSG00000187514	protein_coding
PRMT7	640.5980178	-0.346374867	0.116294932	-2.978417544	0.00289741	0.019910818	chr16	68310974	68358563	ENSG00000132600	protein_coding	PRMT7	ENSG00000132600	protein_coding
TTC27	963.487045	0.257902461	0.086594785	2.978267799	0.002898826	0.019911343	chr2	32628032	32821051	ENSG00000018699	protein_coding	TTC27	ENSG00000018699	protein_coding
RNF10	6427.944982	0.174454638	0.058589809	2.977559442	0.002905533	0.019948195	chr12	120533480	120577594	ENSG00000022840	protein_coding	RNF10	ENSG00000022840	protein_coding
TENT4A	2074.279818	-0.251115854	0.084342396	-2.97733839	0.002907629	0.019953369	chr5	6713007	6757048	ENSG00000112941	protein_coding	PAPD7	ENSG00000112941	protein_coding
SPATA18	214.9589954	-0.459027165	0.154457684	-2.971863576	0.002959982	0.020237888	chr4	52051331	52097292	ENSG00000163071	protein_coding	SPATA18	ENSG00000163071	protein_coding
PRR15L	1169.976924	-0.268028723	0.090214687	-2.971009831	0.002968223	0.020266267	chr17	47951967	47957878	ENSG00000167183	protein_coding	PRR15L	ENSG00000167183	protein_coding
IFT140	647.6131899	-0.306992975	0.103364758	-2.969996546	0.002978031	0.020314572	chr16	1510427	1612110	ENSG00000187535	protein_coding	IFT140	ENSG00000187535	protein_coding
CENPJ	985.5054821	-0.264457596	0.089115964	-2.967567014	0.003001668	0.020457038	chr13	24882284	24922889	ENSG00000151849	protein_coding	CENPJ	ENSG00000151849	protein_coding
UNC119B	2139.664351	-0.201297282	0.067831989	-2.967586338	0.00300148	0.020457038	chr12	120710435	120723640	ENSG00000175970	protein_coding	UNC119B	ENSG00000175970	protein_coding
SP100	551.5405558	-0.333269374	0.112365086	-2.965951319	0.003017482	0.020545973	chr2	230415942	230544090	ENSG00000067066	protein_coding	SP100	ENSG00000067066	protein_coding
B4GALT1	6098.105834	0.169582785	0.057258962	2.961681069	0.003059645	0.020780256	chr9	33104082	33167356	ENSG00000086062	protein_coding	B4GALT1	ENSG00000086062	protein_coding
RTCA	884.5732205	0.27185338	0.091792203	2.961617349	0.003060279	0.020780256	chr1	100266207	100292769	ENSG00000137996	protein_coding	RTCA	ENSG00000137996	protein_coding
IRF2	389.8715996	-0.35509375	0.119913435	-2.96125075	0.003063924	0.020789705	chr4	184387713	184474580	ENSG00000168310	protein_coding	IRF2	ENSG00000168310	protein_coding
SEC22B	5587.77672	0.236263591	0.079825364	2.959755876	0.003078829	0.020877607	chr1	120150898	120176515	ENSG00000265808	protein_coding	SEC22B	ENSG00000265808	protein_coding
CDC34	1484.040445	0.319916483	0.108097049	2.95953022	0.003081085	0.020883377	chr19	531712	542092	ENSG00000099804	protein_coding	CDC34	ENSG00000099804	protein_coding
ANKRD40	2456.324809	-0.205470672	0.069458523	-2.958177964	0.003094634	0.0209561	chr17	50693190	50707924	ENSG00000154945	protein_coding	ANKRD40	ENSG00000154945	protein_coding
ETAA1	657.1338476	-0.288724452	0.097684254	-2.955690823	0.003119696	0.021116197	chr2	67397319	67410545	ENSG00000143971	protein_coding	ETAA1	ENSG00000143971	protein_coding
CSNK1D	6393.169684	0.198976202	0.067326998	2.955370193	0.003122941	0.021128535	chr17	82239023	82273731	ENSG00000141551	protein_coding	CSNK1D	ENSG00000141551	protein_coding
ARHGEF16	1608.788999	0.25918898	0.087754054	2.953584132	0.00314107	0.021212567	chr1	3454426	3481113	ENSG00000130762	protein_coding	ARHGEF16	ENSG00000130762	protein_coding
POLR1D	2875.011044	-0.19926622	0.067463942	-2.953669965	0.003140196	0.021212567	chr13	27620742	27667415	ENSG00000186184	protein_coding	POLR1D	ENSG00000186184	protein_coding
EEF1AKMT1	206.1826132	-0.479346815	0.162313319	-2.953219235	0.003144785	0.021228015	chr13	20728731	20773958	ENSG00000150456	protein_coding	N6AMT2	ENSG00000150456	protein_coding
ATG10	253.9986342	-0.456328744	0.154532782	-2.952957549	0.003147452	0.021236374	chr5	81972025	82276857	ENSG00000152348	protein_coding	ATG10	ENSG00000152348	protein_coding
ENGASE	326.7349701	-0.419571458	0.142159385	-2.951415821	0.003163208	0.021313652	chr17	79074939	79088599	ENSG00000167280	protein_coding	ENGASE	ENSG00000167280	protein_coding
TANGO2	706.6438194	-0.279186914	0.094605883	-2.951052368	0.003166932	0.02132908	chr22	20017014	20065926	ENSG00000183597	protein_coding	TANGO2	ENSG00000183597	protein_coding
TCP11L1	308.1839267	-0.375542524	0.127284315	-2.95042264	0.003173395	0.021362927	chr11	33039417	33105943	ENSG00000176148	protein_coding	TCP11L1	ENSG00000176148	protein_coding
B3GLCT	264.0569459	-0.397998553	0.134930277	-2.949660823	0.00318123	0.021405974	chr13	31199936	31332276	ENSG00000187676	protein_coding	B3GLCT	ENSG00000187676	protein_coding
PPP1R3E	470.595639	-0.368406652	0.125037384	-2.946372036	0.003215254	0.021605578	chr14	23295643	23302848	ENSG00000235194	protein_coding	PPP1R3E	ENSG00000235194	protein_coding
GIGYF2	3367.592146	-0.211347404	0.071738175	-2.946093949	0.003218146	0.021615241	chr2	232697299	232860575	ENSG00000204120	protein_coding	GIGYF2	ENSG00000204120	protein_coding
MTR	2048.790668	-0.222178075	0.075432256	-2.945398782	0.003225387	0.021654086	chr1	236795281	236903981	ENSG00000116984	protein_coding	MTR	ENSG00000116984	protein_coding
OSR2	1667.296622	0.210018443	0.071358119	2.94316114	0.003248793	0.021771471	chr8	98944403	98952104	ENSG00000164920	protein_coding	OSR2	ENSG00000164920	protein_coding
POFUT2	2037.033495	0.210023395	0.07136646	2.942886549	0.003251676	0.021771579	chr21	45263928	45287898	ENSG00000186866	protein_coding	POFUT2	ENSG00000186866	protein_coding
RALGDS	1552.294292	-0.266152643	0.090450677	-2.942516876	0.00325556	0.021787776	chr9	133097720	133149334	ENSG00000160271	protein_coding	RALGDS	ENSG00000160271	protein_coding
SSB	5410.32975	-0.20221933	0.068733349	-2.942084622	0.003260108	0.021798583	chr2	169791933	169812064	ENSG00000138385	protein_coding	SSB	ENSG00000138385	protein_coding
TMEM177	209.4962694	-0.464448944	0.15801809	-2.939213763	0.00329046	0.02197188	chr2	119679167	119686507	ENSG00000144120	protein_coding	TMEM177	ENSG00000144120	protein_coding
ZNF236	689.1337235	-0.308535562	0.104964304	-2.939433209	0.003288131	0.02197188	chr18	76822607	76970727	ENSG00000130856	protein_coding	ZNF236	ENSG00000130856	protein_coding
METTL9	4181.534124	-0.187997698	0.063966112	-2.939020249	0.003292516	0.021975731	chr16	21597218	21657473	ENSG00000197006	protein_coding	METTL9	ENSG00000197006	protein_coding
FNTA	1039.669749	0.251973089	0.085767029	2.937878255	0.003304668	0.022046939	chr8	43034194	43085788	ENSG00000168522	protein_coding	FNTA	ENSG00000168522	protein_coding
ZC3H4	2711.152609	-0.199565514	0.067958237	-2.936590522	0.00331842	0.022118829	chr19	47064187	47113752	ENSG00000130749	protein_coding	ZC3H4	ENSG00000130749	protein_coding
CBFA2T2	1164.410924	-0.251971012	0.085810812	-2.936355056	0.00332094	0.022125705	chr20	33490075	33650036	ENSG00000078699	protein_coding	CBFA2T2	ENSG00000078699	protein_coding
YWHAH	2851.436101	0.200360911	0.068248076	2.935773769	0.003327169	0.02214978	chr22	31944461	31957603	ENSG00000128245	protein_coding	YWHAH	ENSG00000128245	protein_coding
STK17B	973.1207992	0.311909194	0.10631121	2.933925731	0.003347043	0.022249752	chr2	196133566	196176503	ENSG00000081320	protein_coding	STK17B	ENSG00000081320	protein_coding
ICA1	2333.400368	0.23390092	0.079757005	2.932669289	0.003360617	0.02231979	chr7	8113184	8262687	ENSG00000003147	protein_coding	ICA1	ENSG00000003147	protein_coding
MALT1	402.2694869	-0.340559054	0.116131333	-2.93253377	0.003362084	0.02231979	chr18	58671386	58754477	ENSG00000172175	protein_coding	MALT1	ENSG00000172175	protein_coding
SULF1	1055.69779	-0.274075673	0.093472301	-2.932159264	0.003366141	0.022325678	chr8	69466624	69660915	ENSG00000137573	protein_coding	SULF1	ENSG00000137573	protein_coding
ZNF543	140.3746545	-0.540511147	0.184399083	-2.931203011	0.00337652	0.022365686	chr19	57320509	57330776	ENSG00000178229	protein_coding	ZNF543	ENSG00000178229	protein_coding
MXD4	1570.580857	-0.212915933	0.072698027	-2.928771808	0.003403042	0.022491245	chr4	2247432	2262294	ENSG00000123933	protein_coding	MXD4	ENSG00000123933	protein_coding
SATB2	958.6571674	-0.255056608	0.0871123	-2.927905784	0.003412534	0.022533945	chr2	199269500	199471266	ENSG00000119042	protein_coding	SATB2	ENSG00000119042	protein_coding
SIAH2	2999.006255	0.203424098	0.069510524	2.926522289	0.003427749	0.022604289	chr3	150741127	150763477	ENSG00000181788	protein_coding	SIAH2	ENSG00000181788	protein_coding
PCGF6	588.6652928	-0.309434351	0.1057634	-2.925722425	0.003436574	0.022652434	chr10	103302796	103351134	ENSG00000156374	protein_coding	PCGF6	ENSG00000156374	protein_coding
ZDHHC13	774.263989	-0.278602835	0.0953078	-2.923190292	0.003464647	0.022803893	chr11	19117099	19176422	ENSG00000177054	protein_coding	ZDHHC13	ENSG00000177054	protein_coding
KBTBD7	575.672517	-0.347132082	0.11880266	-2.921921796	0.003478789	0.022864832	chr13	41189833	41194566	ENSG00000120696	protein_coding	KBTBD7	ENSG00000120696	protein_coding
PDP1	866.8677698	0.259055664	0.08866145	2.921852328	0.003479565	0.022864832	chr8	93857807	93926066	ENSG00000164951	protein_coding	PDP1	ENSG00000164951	protein_coding
IFNAR2	349.6914895	-0.389178087	0.133208883	-2.921562576	0.003482803	0.022875998	chr21	33229901	33265675	ENSG00000159110	protein_coding	IFNAR2	ENSG00000159110	protein_coding
PHKG2	1895.794833	0.266275186	0.091148864	2.921322063	0.003485493	0.022883556	chr16	30748270	30761176	ENSG00000156873	protein_coding	PHKG2	ENSG00000156873	protein_coding
NET1	10211.53729	-0.166504968	0.057025201	-2.919848853	0.003502012	0.022971714	chr10	5412551	5458463	ENSG00000173848	protein_coding	NET1	ENSG00000173848	protein_coding
GPR89B	1262.192384	0.224705258	0.076977087	2.919118757	0.003510225	0.023005282	chr1	147928393	147993521	ENSG00000188092	protein_coding	GPR89B	ENSG00000188092	protein_coding
POLK	694.4059219	-0.395238949	0.135593317	-2.914885168	0.003558194	0.023268368	chr5	75511756	75601144	ENSG00000122008	protein_coding	POLK	ENSG00000122008	protein_coding
SOX2	691.3887845	-0.311027586	0.106729709	-2.914161293	0.003566456	0.023312137	chr3	181711924	181714436	ENSG00000181449	protein_coding	SOX2	ENSG00000181449	protein_coding
NDC1	1834.252068	-0.210745392	0.072356999	-2.912577842	0.003584588	0.023389518	chr1	53765460	53838860	ENSG00000058804	protein_coding	NDC1	ENSG00000058804	protein_coding
CLK1	2877.347179	0.238874279	0.082075761	2.910411991	0.003609526	0.023500884	chr2	200853009	200864744	ENSG00000013441	protein_coding	CLK1	ENSG00000013441	protein_coding
IPP	369.7534826	-0.370337325	0.127242673	-2.910480557	0.003608734	0.023500884	chr1	45694324	45750650	ENSG00000197429	protein_coding	IPP	ENSG00000197429	protein_coding
CRACDL	570.394248	-0.308587413	0.106028884	-2.910408947	0.003609561	0.023500884	chr2	98793846	98936259	ENSG00000196872	protein_coding	KIAA1211L	ENSG00000196872	protein_coding
SEPHS1	3385.194401	-0.192490168	0.066159312	-2.909494706	0.003620135	0.023549098	chr10	13317424	13348298	ENSG00000086475	protein_coding	SEPHS1	ENSG00000086475	protein_coding
FBF1	544.1698904	-0.371397895	0.127661467	-2.909240373	0.003623082	0.023557956	chr17	75909574	75941140	ENSG00000188878	protein_coding	FBF1	ENSG00000188878	protein_coding
NPC1	2297.705747	0.20661076	0.071105436	2.905695732	0.003664376	0.023774458	chr18	23506184	23586898	ENSG00000141458	protein_coding	NPC1	ENSG00000141458	protein_coding
BCR	2615.476422	-0.220847793	0.076059746	-2.903609408	0.003688881	0.023912569	chr22	23179704	23318037	ENSG00000186716	protein_coding	BCR	ENSG00000186716	protein_coding
TMOD2	270.7401698	-0.456958364	0.157435256	-2.902516094	0.003701781	0.023975285	chr15	51751561	51816368	ENSG00000128872	protein_coding	TMOD2	ENSG00000128872	protein_coding
FBXO32	518.8963019	0.349275509	0.120371649	2.901642627	0.003712118	0.024031757	chr8	123497889	123541206	ENSG00000156804	protein_coding	FBXO32	ENSG00000156804	protein_coding
PRELID2	188.8898595	-0.464011567	0.15995754	-2.9008421	0.003721614	0.024082745	chr5	145471799	145835369	ENSG00000186314	protein_coding	PRELID2	ENSG00000186314	protein_coding
HSPA12A	473.9582952	-0.327746134	0.113011128	-2.900122663	0.003730167	0.024127587	chr10	116671192	116742574	ENSG00000165868	protein_coding	HSPA12A	ENSG00000165868	protein_coding
TXNDC11	1835.769233	0.236846045	0.081684763	2.899513138	0.003737427	0.024164033	chr16	11679080	11742878	ENSG00000153066	protein_coding	TXNDC11	ENSG00000153066	protein_coding
ANKRD36C	469.400578	-0.422814846	0.145859714	-2.898777419	0.003746207	0.024210272	chr2	95836919	95991831	ENSG00000174501	protein_coding	ANKRD36C	ENSG00000174501	protein_coding
LMNA	10003.23231	0.17935257	0.061955892	2.894842841	0.003793484	0.024473241	chr1	156082573	156140089	ENSG00000160789	protein_coding	LMNA	ENSG00000160789	protein_coding
DCXR	1386.621412	0.31759924	0.109792638	2.892718911	0.003819229	0.024607293	chr17	82035136	82037732	ENSG00000169738	protein_coding	DCXR	ENSG00000169738	protein_coding
DPYSL4	213.6535201	-0.455379277	0.157534313	-2.890667244	0.003844249	0.024747042	chr10	132186900	132205776	ENSG00000151640	protein_coding	DPYSL4	ENSG00000151640	protein_coding
PLEC	21825.71562	0.176224699	0.060968018	2.89044496	0.003846969	0.024753829	chr8	143915147	143976734	ENSG00000178209	protein_coding	PLEC	ENSG00000178209	protein_coding
CHD6	6195.821843	-0.20542375	0.071110827	-2.888783004	0.003867359	0.024863502	chr20	41402101	41618494	ENSG00000124177	protein_coding	CHD6	ENSG00000124177	protein_coding
ATP1A1	23576.74908	0.201039407	0.069706475	2.884085116	0.003925526	0.025215654	chr1	116372668	116410261	ENSG00000163399	protein_coding	ATP1A1	ENSG00000163399	protein_coding
ADNP2	1966.93529	0.221569679	0.076854939	2.882959522	0.003939581	0.025284079	chr18	80109031	80147523	ENSG00000101544	protein_coding	ADNP2	ENSG00000101544	protein_coding
PPP2CB	1659.201604	0.250982867	0.087062052	2.882804416	0.003941521	0.025285613	chr8	30774457	30814314	ENSG00000104695	protein_coding	PPP2CB	ENSG00000104695	protein_coding
RPL7L1	7467.460928	0.186016056	0.064553385	2.881584823	0.003956807	0.025370096	chr6	42879618	42889925	ENSG00000146223	protein_coding	RPL7L1	ENSG00000146223	protein_coding
ZC3H7A	4087.917872	0.233355742	0.080984638	2.881481585	0.003958104	0.025370096	chr16	11750586	11797267	ENSG00000122299	protein_coding	ZC3H7A	ENSG00000122299	protein_coding
WEE1	1174.689191	0.241254134	0.083737915	2.881062122	0.003963375	0.025381994	chr11	9573681	9593457	ENSG00000166483	protein_coding	WEE1	ENSG00000166483	protein_coding
ITSN1	1356.791343	0.266617535	0.092624735	2.878470164	0.003996091	0.025558474	chr21	33642400	33899861	ENSG00000205726	protein_coding	ITSN1	ENSG00000205726	protein_coding
PSEN2	336.4484685	-0.367518321	0.127806114	-2.875592637	0.004032698	0.025759356	chr1	226870184	226896105	ENSG00000143801	protein_coding	PSEN2	ENSG00000143801	protein_coding
SRP54	4849.412966	0.224203806	0.07804333	2.872811897	0.004068363	0.025932357	chr14	34981957	35029567	ENSG00000100883	protein_coding	SRP54	ENSG00000100883	protein_coding
CD46	3642.618407	-0.198870454	0.069237053	-2.872312527	0.004074798	0.025961334	chr1	207752057	207795513	ENSG00000117335	protein_coding	CD46	ENSG00000117335	protein_coding
UNC45A	3056.912897	-0.215937969	0.075249255	-2.869635971	0.004109446	0.026148461	chr15	90930180	90954093	ENSG00000140553	protein_coding	UNC45A	ENSG00000140553	protein_coding
ZMAT3	1578.048777	-0.224795694	0.07833561	-2.869648856	0.004109279	0.026148461	chr3	179017223	179072279	ENSG00000172667	protein_coding	ZMAT3	ENSG00000172667	protein_coding
ZBTB48	487.6096278	0.304507134	0.106161251	2.868345384	0.004126248	0.026244139	chr1	6580001	6589280	ENSG00000204859	protein_coding	ZBTB48	ENSG00000204859	protein_coding
PLK4	1530.660144	-0.235114772	0.08197645	-2.868077021	0.00412975	0.026255176	chr4	127880861	127899195	ENSG00000142731	protein_coding	PLK4	ENSG00000142731	protein_coding
CYP1B1	13984.79972	1.138019759	0.39685746	2.867578096	0.004136267	0.026285367	chr2	38066973	38109902	ENSG00000138061	protein_coding	CYP1B1	ENSG00000138061	protein_coding
PRDM4	2707.542864	-0.192570822	0.067201725	-2.865563682	0.004162675	0.026430588	chr12	107732866	107761272	ENSG00000110851	protein_coding	PRDM4	ENSG00000110851	protein_coding
MTSS2	7288.189742	-0.196136347	0.068480155	-2.864134105	0.004181509	0.026516193	chr16	70661204	70686066	ENSG00000132613	protein_coding	MTSS1L	ENSG00000132613	protein_coding
ELL3	460.4717981	0.30631175	0.10697511	2.8633927	0.004191307	0.026566991	chr15	43772600	43777543	ENSG00000128886	protein_coding	ELL3	ENSG00000128886	protein_coding
OSBPL6	234.085379	0.440617724	0.153904254	2.862934021	0.00419738	0.026594139	chr2	178194481	178402891	ENSG00000079156	protein_coding	OSBPL6	ENSG00000079156	protein_coding
UBLCP1	699.4315558	-0.300022235	0.104824868	-2.862128422	0.004208064	0.026650472	chr5	159263081	159286040	ENSG00000164332	protein_coding	UBLCP1	ENSG00000164332	protein_coding
PCMTD1	708.6169834	-0.340735357	0.119106956	-2.860751124	0.004226387	0.026743727	chr8	51817575	51899186	ENSG00000168300	protein_coding	PCMTD1	ENSG00000168300	protein_coding
PHF11	394.8858378	-0.331787495	0.116000456	-2.860225782	0.004233395	0.026776673	chr13	49495610	49528987	ENSG00000136147	protein_coding	PHF11	ENSG00000136147	protein_coding
NAXE	1046.299593	-0.341114834	0.119399684	-2.856915719	0.004277794	0.027000056	chr1	156591762	156594299	ENSG00000163382	protein_coding	APOA1BP	ENSG00000163382	protein_coding
KDM3A	3168.74175	0.223010791	0.078130537	2.854335839	0.004312691	0.027208763	chr2	86440647	86492716	ENSG00000115548	protein_coding	KDM3A	ENSG00000115548	protein_coding
CARM1	4981.003619	-0.217323702	0.076147588	-2.853980114	0.004317523	0.027227691	chr19	10871513	10923070	ENSG00000142453	protein_coding	CARM1	ENSG00000142453	protein_coding
BAZ2A	8329.926432	0.186995206	0.065538922	2.853193176	0.00432823	0.02727207	chr12	56595596	56636816	ENSG00000076108	protein_coding	BAZ2A	ENSG00000076108	protein_coding
TOR1AIP1	3060.849203	0.195875918	0.068754914	2.848900653	0.004387058	0.027584275	chr1	179882042	179925000	ENSG00000143337	protein_coding	TOR1AIP1	ENSG00000143337	protein_coding
LRPPRC	9024.665969	-0.159712676	0.05607436	-2.848230043	0.004396313	0.027630783	chr2	43886508	43996005	ENSG00000138095	protein_coding	LRPPRC	ENSG00000138095	protein_coding
HMGXB4	1065.995551	-0.239387351	0.084123494	-2.845665817	0.004431868	0.027795478	chr22	35257452	35295807	ENSG00000100281	protein_coding	HMGXB4	ENSG00000100281	protein_coding
IBTK	4849.248003	0.224314761	0.078876458	2.843874661	0.004456858	0.02790511	chr6	82169983	82247754	ENSG00000005700	protein_coding	IBTK	ENSG00000005700	protein_coding
RPAP1	783.9068234	0.275678715	0.096937528	2.843880195	0.00445678	0.02790511	chr15	41517176	41544269	ENSG00000103932	protein_coding	RPAP1	ENSG00000103932	protein_coding
ORMDL3	641.0385838	0.291679323	0.102592295	2.843091888	0.004467819	0.027938434	chr17	39921041	39927601	ENSG00000172057	protein_coding	ORMDL3	ENSG00000172057	protein_coding
ZBTB34	1203.971635	0.262876214	0.092458776	2.843172124	0.004466694	0.027938434	chr9	126860665	126885878	ENSG00000177125	protein_coding	ZBTB34	ENSG00000177125	protein_coding
JADE2	3599.144778	-0.214377455	0.075412811	-2.842719339	0.004473044	0.027959347	chr5	134524312	134583230	ENSG00000043143	protein_coding	JADE2	ENSG00000043143	protein_coding
PLOD2	3578.832803	-0.236066275	0.083086706	-2.841203918	0.004494356	0.028045388	chr3	146069440	146163653	ENSG00000152952	protein_coding	PLOD2	ENSG00000152952	protein_coding
ARL5A	2306.663949	-0.210554041	0.07429515	-2.834021352	0.004596626	0.02852787	chr2	151788984	151828492	ENSG00000162980	protein_coding	ARL5A	ENSG00000162980	protein_coding
BET1	707.872501	0.380905485	0.134412295	2.833858949	0.004598963	0.028530459	chr7	93962762	94004382	ENSG00000105829	protein_coding	BET1	ENSG00000105829	protein_coding
HIPK3	2577.980164	-0.205637776	0.072574847	-2.833457941	0.004604737	0.028542455	chr11	33256672	33357023	ENSG00000110422	protein_coding	HIPK3	ENSG00000110422	protein_coding
